apt_detail_id,apt_id,road_address,jibun_address,zip_code,code_sale_nm,code_heat_nm,total_household_cnt,total_building_cnt,highest_floor,use_approval_date,total_parking_cnt,builder_name,developer_name,manage_type,hallway_type,subway_time,subway_line,subway_station,educationfacility,geometry,created_at,updated_at,is_deleted
274,274,서울특별시 성동구 서울숲2길 32-14,서울특별시 성동구 성수동1가 685-696 성수갤러리아포레,04769,분양,개별난방,230,2,44,2011-07-29,669,(주)한화건설,갤러리아포레(주),위탁관리,계단식,5분이내,"2호선, 신분당선",뚝섬역 8번출구/ 서울숲역 4번출구,,,,,f
275,275,서울특별시 성동구 뚝섬로3길 6,서울특별시 성동구 성수동1가 33-2 성수현대그린,04780,분양,개별난방,219,1,19,1994-02-04,137,현대건설,현대건설,자치관리,혼합식,5~10분이내,"2호선, 분당선",,"초등학교(경동초등교,경일초등교) 중학교(경일중) 고등학교(경일고)",,,,f
276,276,서울특별시 성동구 뚝섬로 311,서울특별시 성동구 성수동1가 656-234 서울숲대림아파트,04778,분양,개별난방,372,6,15,2000-10-27,301,대림산업(주),성수장미연립재건축조합,위탁관리,혼합식,5분이내,"2호선, 분당선","서울숲역, 뚝섬역","초등학교(경동초등교,경일초등교) 중학교(경일중) 고등학교(경일고) 대학교(한양대학교)",,,,f
277,277,서울특별시 성동구 왕십리로 80-1,서울특별시 성동구 성수동1가 656-320 성수동아,04778,분양,개별난방,390,3,10,1983-09-03,0,동아주택,동아주택,자치관리,복도식,5분이내,"2호선, 분당선","서울숲역, 뚝섬역",초등학교(경동초등학교) 중학교(경일중학교) 고등학교(경일고등학교) 대학교(한양대학교),,,,f
278,278,서울특별시 성동구 서울숲길 25,서울특별시 성동구 성수동1가 676-5 성수현대,04766,분양,개별난방,217,3,15,1990-09-22,0,현대건설(주),현대건설(주),자치관리,혼합식,5~10분이내,"2호선, 분당선",뚝섬,"초등학교(경동초등교,경일초등교) 중학교(경일중,성수중) 고등학교(경일고) 대학교()",,,,f
279,279,서울특별시 성동구 상원1길 17,서울특별시 성동구 성수동1가 707 한양현대아파트,04779,분양,개별난방,168,1,19,1999-01-13,145,현대건설(주),한양연립재건축조합,위탁관리,혼합식,5분이내,"2호선, 분당선",뚝섬,"초등학교(경동초등교,경일초등교) 중학교(경일중) 고등학교(경일고) 대학교(한양대학교)",,,,f
280,280,서울특별시 성동구 상원길 47,서울특별시 성동구 성수동1가 715 뚝섬중앙하이츠빌,04789,분양,개별난방,256,3,23,2003-10-27,171,중앙건설,중앙건설,위탁관리,계단식,5분이내,2호선,뚝섬,"초등학교(경동초등교,경일초등교) 중학교(경일중) 고등학교(경일고)",,,,f
281,281,서울특별시 성동구 상원길 76,서울특별시 성동구 성수동1가 708 성수동아그린,04791,분양,개별난방,331,2,18,1999-06-11,284,동아건설산업,동아건설산업,위탁관리,혼합식,5~10분이내,2호선,뚝섬,"초등학교(경동초등교,경일초등교) 중학교(경일중) 고등학교(경일고) 대학교()",,,,f
282,282,서울특별시 성동구 왕십리로 36,서울특별시 성동구 성수동1가 710 강변건영,04773,분양,개별난방,580,6,25,2002-02-19,595,(주)건영,LIG,위탁관리,계단식,5~10분이내,"2호선, 분당선","뚝섬역,서울숲역","초등학교(경동초등교,경일초등교) 중학교(경일중) 고등학교(경일고) 대학교()",,,,f
283,283,서울특별시 성동구 둘레19길 5,서울특별시 성동구 성수동2가 609-2 강변임광아파트,,분양,개별난방,141,2,19,2000-08-22,119,(주)임광토건,(주)임광토건,위탁관리,혼합식,15~20분이내,"2호선, 7호선",,,,,,f
284,284,서울특별시 성동구 아차산로9길 34,서울특별시 성동구 성수동2가 836- 서울숲 금강아미움아파트,,분양,개별난방,130,2,1,2004-03-30,83,(주)금강종합건설,베네포스,위탁관리,혼합식,5~10분이내,,,,,,,f
285,285,서울특별시 성동구 둘레19길 7,서울특별시 성동구 성수동2가 830- 성수강변금호타운아파트,,분양,개별난방,108,1,1,1994-02-04,,금호건설,금호건설,위탁관리,혼합식,15~20분이내,,,,,,,f
286,286,서울특별시 성동구 동일로 143,서울특별시 성동구 성수동2가 279-50 성수1차대우아파트,,분양,개별난방,108,1,1,1999-04-30,105,대우건설,한국자개협회지역조합,위탁관리,복도식,,,,,,,,f
287,287,서울특별시 성동구 둘레11길 1,서울특별시 성동구 성수동2가 400- 성수강변현대아파트,,분양,,123,2,19,1994-03-25,,현대건설,현대건설,위탁관리,복도식,,,,,,,,f
288,288,서울특별시 성동구 연무장길 31,서울특별시 성동구 성수동2가 832- 성수금호타운2차아파트,,분양,개별난방,141,1,18,1997-08-14,,금호건설,금호건설,위탁관리,혼합식,5~10분이내,,,,,,,f
289,289,서울특별시 성동구 성수동2가 833 성수신성아파트,서울특별시 성동구 성수동2가 833 성수신성아파트,04784,분양,개별난방,146,2,19,2001-12-21,100,신성건설,신성건설,위탁관리,복도식,5~10분이내,2호선,,,,,,f
290,290,서울특별시 성동구 뚝섬로 436,서울특별시 성동구 성수동2가 840 성수 대명루첸아파트,04777,분양,개별난방,114,3,13,2009-02-06,117,대명종합건설주식회사,대명종합건설주식회사,위탁관리,계단식,15~20분이내,"2호선, 7호선",,,,,,f
291,291,서울특별시 성동구 뚝섬로 434,서울특별시 성동구 성수동2가 838 성수두산위브,04777,분양,개별난방,157,3,13,2006-05-30,137,두산건설,두산건설,위탁관리,계단식,10~15분이내,"2호선, 7호선, 분당선",성수,"초등학교(경수초등교) 중학교(경수중교,성원중교) 고등학교(성수공업고교)",,,,f
292,292,서울특별시 성동구 성수일로8길 47,서울특별시 성동구 성수동2가 835 성수롯데캐슬,04794,분양,개별난방,604,7,25,2003-09-30,849,롯데건설(주),"성수2차재건축조함,롯데건설(주)",위탁관리,계단식,5분이내,2호선,성수,"초등학교(경수초등교) 중학교(경수중교,성원중교) 고등학교(성수공업고교)",,,,f
293,293,서울특별시 성동구 성수이로 137,서울특별시 성동구 성수동2가 834 성수아이파크,04795,분양,개별난방,656,11,25,2003-08-28,923,현대산업개발주식회사,현대산업개발주식회사,위탁관리,계단식,5분이내,2호선,성수,"초등학교(경수초등교) 중학교(경수중교,성원중교) 고등학교(성수공업고교)",,,,f
294,294,서울특별시 성동구 성수일로4길 26,서울특별시 성동구 성수동2가 843 서울숲힐스테이트,04780,분양,개별난방,445,5,29,2009-06-01,800,현대건설,kt,위탁관리,계단식,5~10분이내,2호선,성수,"초등학교(경동초) 중학교(경일중) 고등학교(경일고) 대학교(건국,한양대학교)",,,,f
295,295,서울특별시 성동구 성수이로 3,서울특별시 성동구 성수동2가 442 성수한강한신,04775,분양,개별난방,202,2,19,2000-09-19,197,한신공영,한신공영,위탁관리,복도식,15~20분이내,2호선,성수,"초등학교(경수초등교) 중학교(경수중교,성원중교) 고등학교(성수공업고교)",,,,f
296,296,서울특별시 성동구 둘레15길 7,서울특별시 성동구 성수동2가 712 성수청구강변,04776,분양,개별난방,246,1,21,1994-04-04,169,000,000,위탁관리,혼합식,15~20분이내,2호선,성수,"초등학교(경수초등교) 중학교(경수중교,성원중교) 고등학교(성수공업고교)",,,,f
297,297,서울특별시 성동구 성수일로10길 3,서울특별시 성동구 성수동2가 286 성수우방2차,04793,분양,개별난방,221,1,18,1999-12-08,175,우방건설,우방건설,위탁관리,혼합식,5~10분이내,2호선,,"초등학교(경수초등교) 중학교(경수중교,성원중교) 고등학교(성수공업고교)",,,,f
298,298,서울특별시 성동구 동일로 237,서울특별시 성동구 송정동 104 서울숲아이파크,04800,혼합,개별난방,241,6,15,2009-03-12,286,시간선택,현대산업개발,위탁관리,계단식,15~20분이내,"5호선, 7호선",어린이대공원역(7호선)  성수역(5호선),초등학교(장안초등) 중학교(군자) 대학교(건국),,,,f
299,299,서울특별시 성동구 동일로 263,서울특별시 성동구 송정동 90 송정건영,04800,분양,개별난방,447,3,25,2000-05-10,302,건영,건영,위탁관리,혼합식,10~15분이내,"5호선, 7호선",,"초등학교(송정초등교, 세종초등교,장안초등교) 대학교(세종대학교)",,,,f
300,300,서울특별시 성동구 천호대로 244,서울특별시 성동구 용답동 253- 청계 sk view 아파트,,혼합,개별난방,396,3,34,2025-07-24,437,sk 에코플랜트,청계지역주택조합,위탁관리,계단식,,"2호선, 5호선","신답역, 답십리역",,,,,f
301,301,서울특별시 성동구 용답중앙27길 8,서울특별시 성동구 용답동 15- 용답중앙하이츠아파트,,분양,개별난방,136,1,20,1995-11-27,,(주)중앙종합건설,(주)중앙종합건설,위탁관리,혼합식,5~10분이내,,,,,,,f
302,302,서울특별시 성동구 천호대로 416,서울특별시 성동구 용답동 233-1 용답동힐데스하임 청년주택,04808,임대,개별난방,170,1,19,2020-03-02,50,원건설,u-삼진랜드,위탁관리,계단식,5분이내,5호선,장한평역,,,,,f
303,303,서울특별시 광진구 긴고랑로1길 55,서울특별시 광진구 중곡동 190-26 중곡아파트2단지,,분양,개별난방,120,3,5,1976-10-20,0,확인불가,확인불가,자치관리,계단식,,7호선,,,,,,f
304,304,서울특별시 광진구 천호대로 517,서울특별시 광진구 중곡동 637-5 리마크빌 군자,04920,임대,개별난방,299,1,19,2022-08-30,89,한양산업개발주식회사,케이리얼티임대주택제3호위탁관리부동산투자회사,위탁관리,혼합식,5분이내,5호선,군자역,,,,,f
305,305,서울특별시 광진구 용마산로 174,서울특별시 광진구 중곡동 292 중곡SK,,분양,개별난방,182,3,21,1999-11-30,181,(주)SK건설,대진연립 재건축조합,위탁관리,혼합식,5~10분이내,7호선,,"초등학교(중마초,중광초,용곡초) 중학교(용곡중,대원중,대원여중) 고등학교(대원외고,대원여고)",,,,f
306,306,서울특별시 광진구 동일로 459,서울특별시 광진구 중곡동 681 성원상떼빌,04900,분양,개별난방,91,1,24,1998-04-10,,성원건설,성원건설,자치관리,계단식,10~15분이내,"5호선, 7호선",중곡,"초등학교(중마초,중광초,용곡초) 중학교(용곡중,대원중,대원여중) 고등학교(대원외고,대원여고)",,,,f
307,307,서울특별시 광진구 천호대로 716,서울특별시 광진구 구의동 663- 아차산포레안아파트,,분양,개별난방,125,3,12,2010-12-30,150,유호산업개발,한국토지주택공사,위탁관리,혼합식,5분이내,5호선,,,,,,f
308,308,서울특별시 광진구 광나루로 458,서울특별시 광진구 구의동 680 광진그랜드파크,05022,분양,개별난방,730,11,35,2021-12-30,5,디엘이앤씨,한국투자신탁,위탁관리,계단식,5~10분이내,"5호선, 7호선",,,,,,f
309,309,서울특별시 광진구 구의강변로 84,서울특별시 광진구 구의동 658 구의세양아파트,05117,분양,개별난방,130,2,22,2002-01-23,120,(주)세양건설,(주)세양건설,위탁관리,계단식,5분이내,2호선,강변역,초등학교(구남초등학교) 중학교(광장중학교) 고등학교(광남고등학교) 대학교(건국대학교),,,,f
310,310,서울특별시 광진구 아차산로 451,서울특별시 광진구 구의동 659 세림리오빌아파트,05046,분양,개별난방,60,1,12,2005-09-02,74,이연건설,구의은마재건축조합,위탁관리,혼합식,5~10분이내,2호선,,,,,,f
311,311,서울특별시 광진구 광나루로 545,서울특별시 광진구 구의동 668 래미안 구의 파크스위트 아파트,04978,분양,개별난방,854,12,23,2018-09-27,1140,삼성물산(주),구의1주택재건축정비사업조합,위탁관리,계단식,10~15분이내,5호선,아차산역,대학교(건국대학교),,,,f
312,312,서울특별시 광진구 아차산로 431,서울특별시 광진구 구의동 667 강변에스케이뷰,05045,분양,개별난방,197,2,29,2017-07-14,232,(주)에스케이건설,한국자산신탁(주),위탁관리,계단식,5~10분이내,2호선,구의역,"초등학교(구남초등학교, 구의초등학교, 자양초등학교) 중학교(건국사대부속중학교, 구의중학교) 고등학교(동국사대부속여자고등학교, 건국사대부속고등학교) 대학교(건국대학교)",,,,f
313,313,서울특별시 광진구 구의강변로3가길 39,서울특별시 광진구 구의동 587-54 구의현대7단지,05048,분양,개별난방,273,3,22,1997-12-26,247,(주)마이크로장,현대건설,위탁관리,혼합식,5분이내,2호선,"강변,구의","초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대)",,,,f
314,314,서울특별시 광진구 구의강변로 64,서울특별시 광진구 구의동 589-10 구의대림아크로리버,05116,분양,개별난방+기타,220,2,37,2004-01-13,505,대림산업(주),드림링크(주),위탁관리,계단식,5분이내,2호선,,"초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대, 세종대)",,,,f
315,315,서울특별시 광진구 구의동 199-23 구의현대13차폴라트리움,서울특별시 광진구 구의동 199-23 구의현대13차폴라트리움,,분양,개별난방,92,1,18,2006-06-30,,현대건설,폴라트리움 추진 위원회,위탁관리,계단식,,,,,,,,f
316,316,서울특별시 광진구 구의강변로 42,서울특별시 광진구 구의동 546-7 구의강변우성,05116,분양,개별난방,354,3,21,1992-12-26,96,우성건설(주),MBC외 6개 직장조합,위탁관리,계단식,5분이내,2호선,강변,"초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대)",,,,f
317,317,서울특별시 광진구 광나루로56길 29,서울특별시 광진구 구의동 631-1 구의현대프라임,05119,분양,중앙난방,1592,15,30,1997-03-28,1607,현대건설(주),프라임산업(주),위탁관리,혼합식,5분이내,2호선,강변,"초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대)",,,,f
318,318,서울특별시 광진구 구의강변로 106,서울특별시 광진구 구의동 199-18 구의삼성쉐르빌,05117,분양,개별난방,252,1,24,2001-11-10,436,삼성,삼성,위탁관리,복도식,10~15분이내,"2호선, 5호선",,"초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대)",,,,f
319,319,서울특별시 광진구 구의강변로 94,서울특별시 광진구 구의동 610 구의현대6단지,05117,분양,개별난방,421,3,25,1994-04-29,184,현대건설(주),현대건설,위탁관리,계단식,5분이내,2호선,강변,"초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대)",,,,f
320,320,서울특별시 광진구 광나루로56길 32,서울특별시 광진구 구의동 611 구의현대2단지,05118,분양,개별난방,1606,15,27,1996-12-06,970,고려산업개발,현대건설,위탁관리,혼합식,5분이내,2호선,강변,"초등학교(구남초, 양진초, 광남초, 양남초, 성동초) 중학교(양진중, 광남중, 광진중, 광양중) 고등학교(광남고, 광양고) 대학교(건국대)",,,,f
321,321,서울특별시 광진구 구천면로 25,서울특별시 광진구 광장동 583- 포제스한강,,분양,개별난방,128,3,15,2025-08-29,,dL이앤씨,(주)엠디엠플러스,위탁관리,계단식,,,,,,,,f
322,322,서울특별시 광진구 아차산로78길 7,서울특별시 광진구 광장동 121 광장 유진스웰,04969,분양,,52,1,1,2011-02-09,122,"","",,,,5호선,,,,,,f
323,323,서울특별시 광진구 광나루로 595,서울특별시 광진구 광장동 581 광장자이아파트,04984,분양,개별난방,122,2,22,2008-12-02,284,GS건설,GS건설,위탁관리,계단식,5~10분이내,"2호선, 5호선",,,,,,f
324,324,서울특별시 광진구 아차산로 540,서울특별시 광진구 광장동 570 상록타워 아파트,04974,분양,개별난방,200,1,24,1997-01-13,180,포스코개발,포스코,위탁관리,복도식,5~10분이내,5호선,,초등학교(광남초등학교) 중학교(광남중학교) 고등학교(광남고등학교),,,,f
325,325,서울특별시 광진구 아차산로69길 29,서울특별시 광진구 광장동 579 광장11현대홈타운,04984,분양,개별난방,159,8,4,2003-10-28,178,현대건설,광장11차현대지역주택조합,위탁관리,계단식,5~10분이내,5호선,광나루,초등학교(양진초등학교) 중학교(양진중학교) 고등학교(광남고등학교) 대학교(장로회 신학대학교),,,,f
326,326,서울특별시 광진구 아차산로 537-17,서울특별시 광진구 광장동 582 광장힐스테이트,04983,분양,개별난방,453,5,25,2012-03-28,674,현대건설주식회사,한원광장금융투자(주),위탁관리,계단식,5~10분이내,,,,,,,f
327,327,서울특별시 광진구 아차산로78길 12,서울특별시 광진구 광장동 148-4 워커힐푸르지오,04969,분양,개별난방,200,2,11,1987-03-02,105,대우건설,일신아파트리모델링조합,위탁관리,계단식,5~10분이내,5호선,,초등학교(광장초등학교) 중학교(광진중학교) 대학교(장로회신학대학),,,,f
328,328,서울특별시 광진구 천호대로 808,서울특별시 광진구 광장동 580 현대홈타운12차,04983,분양,개별난방,119,2,21,2004-09-01,277,현대건설(주),국제약품,위탁관리,계단식,5분이내,,,,,,,f
329,329,서울특별시 광진구 아차산로 637,서울특별시 광진구 광장동 145-8 워커힐아파트,04964,분양,중앙난방,576,14,13,1978-11-13,0,SK건설,워커힐호텔,자치관리,계단식,5~10분이내,5호선,광나루,초등학교(광장초) 중학교(광장중) 대학교(장로회 신학대),,,,f
330,330,서울특별시 광진구 아차산로 552,서울특별시 광진구 광장동 218-1 광장극동1차,04971,분양,중앙난방,448,5,14,1985-09-14,0,극동건설,대한제지,위탁관리,계단식,5분이내,5호선,,초등학교(광남초) 중학교(광남중) 고등학교(광남고) 대학교(장로회 신학대),,,,f
331,331,서울특별시 광진구 아차산로 552,서울특별시 광진구 광장동 218-1 극동2차아파트,04971,분양,중앙난방,896,11,14,1989-03-24,0,극동건설,대한제지,위탁관리,계단식,5분이내,"1호선, 2호선, 5호선, 7호선, 8호선, 신분당선",광나루,초등학교(광남초) 중학교(광남중) 고등학교(광남고) 대학교(장로회 신학대),,,,f
332,332,서울특별시 광진구 아차산로 599,서울특별시 광진구 광장동 250 광장신동아파밀리에,04968,분양,개별난방,302,8,12,2007-10-15,353,신동아건설,신동아건설,위탁관리,계단식,5분이내,5호선,광나루,"초등학교(광장초) 중학교(광장중,양진중) 대학교(장로회신학대)",,,,f
333,333,서울특별시 광진구 아차산로76길 31,서울특별시 광진구 광장동 567 광장동 광나루현대,04969,분양,개별난방,380,3,22,1996-04-17,239,현대산업개발,현대산업개발,위탁관리,계단식,5~10분이내,5호선,광나루,초등학교(광장초등학교) 중학교(광장중학교) 고등학교(광남고등학교) 대학교(장로회 신학대),,,,f
334,334,서울특별시 광진구 아차산로70길 62,서울특별시 광진구 광장동 484 광장현대3단지아파트,04974,분양,개별난방,1056,10,21,1990-10-20,177,현대그룹제3직장 주택조합,현대건설,위탁관리,혼합식,10~15분이내,"2호선, 5호선",광나루. 강변역,초등학교(광남초) 중학교(광남중) 고등학교(광남고) 대학교(장로회 신학대),,,,f
335,335,서울특별시 광진구 광나루로 579,서울특별시 광진구 광장동 578 광장동금호베스트빌,04984,분양,개별난방,242,4,20,2001-06-18,230,(주)금호건설,(주)금호건설,위탁관리,계단식,15~20분이내,"2호선, 5호선",2호선 강변역. 5호선 광나루역,초등학교(양진초) 중학교(양진중) 고등학교(광남고교) 대학교(장로회 신학대),,,,f
336,336,서울특별시 광진구 아차산로 544,"서울특별시 광진구 광장동 453-1 광장삼성1,2차",04971,분양,개별난방,360,3,15,1987-12-29,0,삼성종합건설,삼성종합건설,위탁관리,혼합식,5~10분이내,5호선,광나루,초등학교(광남초) 중학교(광장중) 고등학교(광남고) 대학교(장로회 신학대),,,,f
337,337,서울특별시 광진구 아차산로69길 19,서울특별시 광진구 광장동 576 광장현대9차,04984,분양,개별난방,437,5,25,1999-04-30,356,현대건설,현대건설직장주택조합외3개,자치관리,계단식,5~10분이내,5호선,광나루,초등학교(양진초) 중학교(양진중) 고등학교(광남고교) 대학교(장로회 신학대),,,,f
338,338,서울특별시 광진구 아차산로 522,서울특별시 광진구 광장동 565 광장현대8단지,04974,분양,개별난방,537,3,25,1995-03-27,411,현대건설(주),현대건설(주),자치관리,혼합식,5~10분이내,5호선,광나루,초등학교(광남초) 중학교(광남중) 고등학교(광남고) 대학교(장로회 신학대),,,,f
339,339,서울특별시 광진구 아차산로70길 61,서울특별시 광진구 광장동 554-7 광장현대5단지,04973,분양,개별난방,581,6,19,1989-04-21,141,현대건설(주),현대건설직장조합주택,위탁관리,혼합식,10~15분이내,"2호선, 5호선","강변역, 광나루",초등학교(광남초) 중학교(광남중) 고등학교(광남고) 대학교(장로회 신학대),,,,f
340,340,서울특별시 광진구 아차산로 503-23,서울특별시 광진구 광장동 566 광장청구,04984,분양,개별난방,654,4,23,1996-07-05,363,청구주택,삼성광장청구연합주택조함,위탁관리,혼합식,10~15분이내,"2호선, 5호선",,초등학교(양진초) 중학교(양진중) 고등학교(광남고교) 대학교(장로회 신학대),,,,f
341,341,서울특별시 광진구 아차산로 549,서울특별시 광진구 광장동 577 광장현대파크빌,04983,분양,개별난방,1170,13,25,2000-08-31,1118,현대건설,광장동현대 서울제4지역주택조합외,자치관리,계단식,5분이내,5호선,,초등학교(양진초) 중학교(양진중) 고등학교(광남고교) 대학교(장로회 신학대),,,,f
342,342,서울특별시 광진구 아차산로 420,서울특별시 광진구 자양동 870- 롯데캐슬이스트폴 아파트,,혼합,개별난방,631,6,48,2025-01-23,1273,롯데건설(주),넥스트커넥트피에프브이(주),위탁관리,계단식,,2호선,구의역,,,,,f
343,343,서울특별시 광진구 아차산로 212,서울특별시 광진구 자양동 864- 더포디엄830,,임대,개별난방,480,1,1,2025-02-06,231,코오롱글로벌,(주)엘앤케이이스테이트,위탁관리,복도식,5분이내,"2호선, 7호선",,,,,,f
344,344,서울특별시 광진구 아차산로58길 58,서울특별시 광진구 자양동 680-63 어울채행복주택,,임대,개별난방,300,1,1,2024-12-11,150,롯데건설,sh서울주택도시공사,위탁관리,계단식,5~10분이내,2호선,,초등학교(성동초등학교) 중학교(광진중학교) 고등학교(광진고등학교) 대학교(건국대학교),,,,f
345,345,서울특별시 광진구 능동로 68,서울특별시 광진구 자양동 510-5 이튼타워리버1차,,분양,개별난방,146,2,26,2006-03-27,220,인정건설(주),케이비부동산신탁(주),위탁관리,계단식,5분이내,,,,,,,f
347,347,서울특별시 광진구 능동로 50,서울특별시 광진구 자양동 507-6 이튼타워리버2차아파트,05070,분양,개별난방,131,2,25,2006-03-27,6,인정건설,인정건설,위탁관리,복도식,5~10분이내,"2호선, 7호선",건대입구역,초등학교() 중학교() 고등학교() 대학교(),,,,f
348,348,서울특별시 광진구 뚝섬로 467,서울특별시 광진구 자양동 236-91 롯데캐슬 리버파크 시그니처 아파트,05080,혼합,개별난방,878,6,30,2023-06-29,1142,롯데건설,자양1주택재건축정비사업조합,위탁관리,계단식,10~15분이내,"2호선, 7호선",,,,,,f
349,349,서울특별시 광진구 자양동 853 광진한화꿈에그린아파트,서울특별시 광진구 자양동 853 광진한화꿈에그린아파트,05088,분양,개별난방,116,2,15,2006-05-30,194,한화건설(주),미성재건축,자치관리,복도식,5~10분이내,7호선,,,,,,f
350,350,서울특별시 광진구 자양로 55,서울특별시 광진구 자양동 862 자양하늘채베르,05056,분양,개별난방,165,2,19,2023-02-27,162,코오롱,코오롱글로벌주식회사,위탁관리,계단식,,,,,,,,f
351,351,서울특별시 광진구 능동로 69,서울특별시 광진구 자양동 861 자양호반써밋아파트,05074,분양,개별난방,305,2,26,2021-08-30,285,호반건설,자양12구역 지역주택조합,위탁관리,계단식,5~10분이내,"2호선, 7호선",,"초등학교(신자양초등학교, 동자초등학교,자양초등학교) 중학교(건대부속중학교, 자양중학교) 고등학교(건대부속고등학교, 자양고등학교) 대학교(건국대학교, 세종대학교)",,,,f
352,352,서울특별시 광진구 아차산로36길 13,서울특별시 광진구 자양동 791 금강KCC아파트,05066,분양,개별난방,69,2,14,2002-05-31,76,금강KCC건설,금강kcc건설,자치관리,혼합식,5분이내,"2호선, 7호선",서울 도시철도공사 2호선 7호선,초등학교() 중학교() 고등학교() 대학교(),,,,f
353,353,서울특별시 광진구 자양로5길 33,서울특별시 광진구 자양동 663-21 ym프라젠스파아파트,05102,분양,개별난방,75,1,12,2005-11-18,,ym건설,ym건설,위탁관리,계단식,5~10분이내,,,,,,,f
354,354,서울특별시 광진구 뚝섬로36길 75,서울특별시 광진구 자양동 809 강변아이파크아파트,05095,분양,개별난방,83,1,18,2006-12-21,80,현대건설,자양동강변주택조합,자치관리,계단식,5~10분이내,7호선,뚝섬유원지역,,,,,f
355,355,서울특별시 광진구 아차산로 345,서울특별시 광진구 자양동 859 래미안 프리미어 팰리스,05026,혼합,개별난방,264,2,29,2017-10-26,358,삼성물산,-,위탁관리,계단식,5~10분이내,"2호선, 2호선, 2호선",", ,",초등학교() 중학교() 고등학교() 대학교(),,,,f
356,356,서울특별시 광진구 자양로3길 55,서울특별시 광진구 자양동 666-28 자양경남아너스빌,05105,분양,개별난방,150,1,19,1997-05-24,80,대아건설,진주타운재건축조합,위탁관리,혼합식,15~20분이내,2호선,,초등학교(성자초) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
357,357,서울특별시 광진구 능동로3길 53,서울특별시 광진구 자양동 57-103 자양한강극동,05087,분양,개별난방,158,2,11,1991-08-08,27,극동건설주식회사,자양동군인직장연합주택조합,자치관리,계단식,5~10분이내,"2호선, 7호선",뚝섬유원지,초등학교(신양초) 중학교(신양중) 고등학교() 대학교(건국대),,,,f
358,358,서울특별시 광진구 뚝섬로56길 72,서울특별시 광진구 자양동 645-5 자양현대,05108,분양,개별난방,182,2,18,1993-05-27,81,고려산업개발,고려산업개발,자치관리,계단식,20분초과,2호선,,초등학교(성자) 중학교(광양중) 고등학교(광양고) 대학교(건국대),,,,f
359,359,서울특별시 광진구 능동로 19,서울특별시 광진구 자양동 829 자양한강현대,05086,분양,개별난방,204,2,22,1993-11-20,57,고려산업개발(주),한마음지역연합주택,위탁관리,계단식,5분이내,"2호선, 7호선",,초등학교(신양초) 중학교(신양중) 고등학교(자양고) 대학교(건국대),,,,f
360,360,서울특별시 광진구 뚝섬로34길 9,서울특별시 광진구 자양동 761 자양2차현대,05090,분양,개별난방,235,1,19,1995-04-22,128,현대산업개발,총무처조합아파트,위탁관리,계단식,5~10분이내,"2호선, 7호선",,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
361,361,서울특별시 광진구 뚝섬로36길 19,서울특별시 광진구 자양동 789 자양현대홈타운8차,05091,분양,개별난방,257,5,19,2002-05-08,243,현대건설(주),자양2지구 재건축 주택조합,위탁관리,계단식,5~10분이내,"2호선, 7호선","뚝섬유원지, 건대입구",초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
362,362,서울특별시 광진구 뚝섬로31길 20,서울특별시 광진구 자양동 784-1 자양대동,05074,분양,개별난방,314,4,25,1999-03-10,306,(주)대동주택,자양대림재건축조합,위탁관리,혼합식,5~10분이내,"2호선, 7호선",건대입구,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
363,363,서울특별시 광진구 뚝섬로52마길 56,서울특별시 광진구 자양동 644 자양로얄동아,05108,분양,개별난방,322,4,25,1999-09-16,252,(주)동아건설,로얄 재건축 주택조합,위탁관리,혼합식,20분초과,"2호선, 5호선, 7호선",,,,,,f
364,364,서울특별시 광진구 능동로1길 15,서울특별시 광진구 자양동 87-1 한강우성아파트,05086,분양,개별난방,355,2,24,1993-12-21,124,(주)우성건설,(주)우성건설,위탁관리,계단식,5분이내,7호선,뚝섬유원지,초등학교(신양초) 중학교(신양중) 대학교(건국대),,,,f
365,365,서울특별시 광진구 뚝섬로 569,서울특별시 광진구 자양동 579 자양우성1차,05069,분양,개별난방,656,6,15,1988-09-13,0,제일은행강동구청주택사업,우성건설,위탁관리,혼합식,10~15분이내,"2호선, 7호선",건대입구,초등학교(동자초) 중학교(자양중) 고등학교(자양고) 대학교(건국대),,,,f
